age,annual_income,loan_amount,loan_term_months,credit_score,existing_debt,derogatory_marks,employment_length_years,dti_ratio,loan_to_income,default
58,38947.98,36557.39,60,510,4031.5,0,19,1.4298,0.9386,1
33,48901.29,44744.28,48,642,33075.38,2,21,8.3452,0.915,1
24,97414.98,49511.93,60,658,5207.44,1,14,0.7431,0.5083,0
34,61429.52,26291.07,60,660,32086.3,0,21,6.3535,0.428,1
53,31272.47,40787.01,60,630,36929.14,0,24,14.4315,1.3042,1
48,32075.74,29209.62,24,710,22929.32,0,22,9.0335,0.9106,1
57,100256.07,25349.79,36,807,7053.11,0,14,0.9285,0.2529,0
28,62630.27,27810.2,36,531,17749.89,0,0,3.5489,0.444,1
64,50588.36,25245.21,60,469,5984.71,3,3,1.5194,0.499,1
54,48135.14,22209.35,24,703,5202.0,0,19,1.5275,0.4614,1
64,83887.96,36738.59,36,533,30365.1,1,20,4.4896,0.4379,1
25,26039.63,13984.44,24,819,16024.95,0,20,7.6534,0.537,1
25,50570.14,31586.31,48,601,505.09,0,3,0.276,0.6246,1
51,52416.29,36222.09,24,399,2414.35,2,14,0.8983,0.691,1
65,23212.68,44820.36,24,552,32801.27,0,2,17.9223,1.9309,1
29,43284.9,17930.1,48,607,24978.08,0,5,7.0283,0.4142,1
62,193283.76,43308.76,36,686,33858.31,0,13,2.1768,0.2241,0
52,29702.76,47373.98,36,422,11310.02,2,1,5.1009,1.5949,1
53,52871.72,33136.61,24,431,12915.69,0,24,3.2448,0.6267,1
23,14097.08,39028.78,24,535,24866.43,0,21,22.5516,2.7686,1
50,45100.68,21473.93,48,520,26773.56,0,20,7.2427,0.4761,1
32,25729.03,47702.5,48,361,1547.41,0,15,1.1852,1.854,1
49,39692.1,34201.35,36,702,36334.99,0,2,11.2723,0.8617,1
23,63303.76,16887.53,36,470,32066.94,0,19,6.1676,0.2668,1
46,24947.79,21404.54,48,775,5708.6,2,5,2.9604,0.858,1
50,56648.5,31652.26,24,313,907.74,0,2,0.4717,0.5587,1
29,30703.62,13238.49,48,569,30882.01,0,22,12.1775,0.4312,1
46,21998.47,38187.89,36,353,36163.72,1,14,20.3057,1.7359,1
22,88399.57,12785.19,24,712,13223.15,1,4,1.8673,0.1446,0
23,27533.4,30405.88,60,430,13171.69,1,0,5.9615,1.1043,1
66,38013.51,35456.31,60,816,20827.44,0,24,6.7613,0.9327,1
24,34806.43,43267.9,48,600,27144.98,0,24,9.6694,1.2431,1
45,55833.56,37227.22,36,726,26082.95,0,16,5.8281,0.6668,1
33,49980.16,40343.6,24,415,30228.98,0,19,7.6614,0.8072,1
59,44394.06,45820.73,60,535,5002.38,0,11,1.5586,1.0321,1
64,32040.57,30693.03,24,312,21032.7,2,19,8.3562,0.9579,1
55,41806.97,42621.44,24,517,20500.01,1,9,6.3939,1.0195,1
43,58472.1,13129.87,24,628,38019.22,1,23,7.9148,0.2245,1
29,52613.91,41107.19,24,367,36770.94,0,1,8.7772,0.7813,1
22,96092.01,12640.96,48,690,30137.73,1,22,3.7965,0.1316,1
61,77482.42,46862.2,24,391,35138.13,0,7,5.7444,0.6048,1
64,95213.69,17838.72,60,403,29952.05,0,18,3.8124,0.1874,1
51,110419.84,10248.22,60,725,28959.05,0,15,3.1657,0.0928,1
64,54844.18,9112.1,48,603,9020.52,1,18,2.0152,0.1661,1
67,81811.48,10989.07,60,678,24881.48,0,8,3.6764,0.1343,1
22,59958.93,23481.93,24,647,36684.46,0,7,7.5377,0.3916,1
52,108668.54,27063.17,60,474,30130.69,0,16,3.3771,0.249,1
38,17104.31,45861.72,36,691,24386.55,1,14,18.0028,2.6813,1
33,40565.09,20288.71,24,704,10697.93,0,1,3.4147,0.5002,1
66,62695.46,12439.15,48,387,27306.32,0,3,5.2761,0.1984,1
25,69007.92,37703.41,36,548,14208.86,0,5,2.6529,0.5464,1
62,48504.74,8463.41,60,665,3076.74,2,14,0.7961,0.1745,1
64,18078.88,44829.6,36,388,9954.38,0,12,7.4339,2.4797,1
30,44066.95,21651.18,60,755,15874.71,0,2,4.4212,0.4913,1
63,79995.27,31464.39,60,714,39868.36,0,19,6.0593,0.3933,1
45,40562.9,10936.85,60,754,30524.61,0,15,9.0842,0.2696,1
54,51818.42,8985.4,48,810,11542.85,0,13,2.7164,0.1734,0
57,154806.24,40344.29,36,474,30614.4,1,3,2.46,0.2606,1
50,43821.23,22625.71,48,508,14626.83,1,9,4.1345,0.5163,1
27,44603.64,49363.66,60,612,24512.57,0,22,6.8161,1.1067,1
26,55077.89,27166.3,24,670,30704.89,0,22,6.9364,0.4932,1
23,56529.81,42591.34,24,612,29762.98,0,22,6.6947,0.7534,1
33,53144.55,49038.26,48,803,6031.31,0,3,1.5925,0.9227,0
23,62063.94,15495.21,24,385,33108.77,2,11,6.5264,0.2497,1
46,24003.64,40442.32,36,565,36956.05,0,4,19.0368,1.6848,1
44,45582.41,3056.3,24,519,9720.12,0,3,2.5924,0.067,1
26,23458.15,34628.2,24,594,13511.94,0,8,7.6501,1.4762,1
63,50694.88,37769.65,60,805,37558.8,0,19,9.0396,0.745,1
69,70456.13,24913.46,36,462,39355.2,0,0,6.8208,0.3536,1
62,45106.51,9781.05,36,426,18413.24,0,15,4.9709,0.2168,1
32,27775.14,31602.59,24,416,1864.23,0,7,1.3743,1.1378,1
69,37852.37,45081.38,60,705,37349.2,0,12,12.0787,1.191,1
56,144437.98,46703.32,24,655,1503.01,0,21,0.2865,0.3233,0
22,116987.01,37812.91,24,521,13543.27,0,17,1.5508,0.3232,1
31,35407.2,14658.24,48,675,4042.75,0,0,1.4736,0.414,0
59,35301.73,43775.69,60,613,20713.9,0,6,7.2892,1.24,1
54,45923.46,44663.51,48,449,1984.13,0,13,0.7616,0.9726,1
46,103136.34,19627.63,24,535,9403.66,0,7,1.1893,0.1903,1
38,17144.37,10783.12,24,467,18624.33,1,15,13.3504,0.629,1
41,35133.02,43983.65,60,794,3429.71,0,13,1.4218,1.2519,1
56,62742.32,44484.67,36,711,19476.72,0,9,3.9614,0.709,1
60,58543.64,6843.49,24,368,10972.0,0,8,2.3074,0.1169,1
66,37926.69,48415.25,24,566,11043.09,3,19,4.1323,1.2765,1
64,42134.62,27587.87,48,449,37512.87,0,6,10.8474,0.6548,1
42,59788.98,49699.05,48,824,27764.05,0,4,5.7802,0.8312,1
50,38321.34,23360.4,60,681,37214.46,0,13,11.7753,0.6096,1
63,25898.33,27597.6,48,673,23239.75,0,17,11.0346,1.0656,1
50,43859.98,14771.98,36,805,36333.31,0,18,10.053,0.3368,1
28,54918.97,45149.48,24,536,33578.41,0,7,7.7481,0.8221,1
54,13702.49,23298.18,48,624,39914.8,2,9,35.3806,1.7003,1
67,62027.55,41101.47,36,549,20372.59,0,10,4.1622,0.6626,1
29,87948.39,5827.25,24,750,27996.98,0,4,3.8531,0.0663,1
40,39562.87,39835.84,24,721,6846.43,1,14,2.5801,1.0069,1
60,39995.84,25531.67,36,515,37609.94,1,2,11.4969,0.6384,1
45,31475.02,2259.58,24,320,16250.53,0,23,6.2315,0.0718,1
39,44737.59,12860.62,36,604,36707.02,0,22,9.9418,0.2875,1
25,35069.84,11299.05,36,652,4478.15,1,6,1.6397,0.3222,1
31,116840.3,38084.7,48,744,20852.55,3,6,2.2231,0.326,1
35,52826.27,24905.71,60,565,555.32,0,20,0.2204,0.4715,1
28,13514.16,9666.48,36,467,16932.72,0,19,15.274,0.7153,1
39,69031.68,14326.54,48,357,3785.76,2,21,0.71,0.2075,1
43,137514.4,26195.69,24,623,18242.6,1,5,1.6872,0.1905,1
47,66532.17,2942.63,48,565,22453.89,0,21,4.0609,0.0442,1
60,100108.51,22358.03,36,361,34164.73,3,23,4.1698,0.2233,1
52,73593.26,34546.95,48,388,12169.58,0,5,2.1017,0.4694,1
46,88839.83,26852.22,60,715,22888.94,0,9,3.1522,0.3023,1
47,86281.97,30708.78,24,375,3125.04,0,19,0.6126,0.3559,1
39,86877.23,17677.67,48,704,36583.45,0,11,5.104,0.2035,1
62,59278.72,10787.63,24,664,18343.36,0,3,3.8043,0.182,1
49,17517.93,40867.58,36,684,10477.31,2,4,7.9547,2.3329,1
59,25499.81,45470.47,60,308,18797.62,0,22,9.2026,1.7832,1
61,25781.85,26515.55,60,814,19519.49,0,15,9.2909,1.0285,1
53,10771.32,16641.98,48,668,29860.21,0,12,33.6526,1.545,1
39,37765.12,26537.83,24,608,38995.68,0,0,12.7424,0.7027,1
57,114609.27,44191.3,24,469,7852.66,0,0,1.015,0.3856,1
39,20705.91,35187.5,48,446,2652.49,0,15,1.9621,1.6994,1
53,75875.2,43213.57,48,817,26400.44,0,20,4.3177,0.5695,1
67,67336.81,17762.21,48,379,35440.85,0,4,6.3818,0.2638,1
36,56273.63,36175.0,48,751,22819.15,0,16,5.0268,0.6428,1
43,99662.86,33346.35,60,765,3654.86,0,22,0.507,0.3346,0
27,47820.59,29437.59,48,711,17160.11,2,6,4.46,0.6156,1
46,122138.97,27354.79,24,594,26361.94,1,3,2.702,0.224,1
52,43490.82,28446.94,36,429,13457.88,1,1,3.9313,0.6541,1
32,60235.57,42784.21,24,464,33873.82,1,1,7.1034,0.7103,1
28,45027.95,45967.74,48,749,9375.4,0,3,2.7538,1.0209,1
25,28161.79,7417.3,60,806,14897.54,0,1,6.4007,0.2634,1
62,21852.02,29301.04,48,368,36699.09,0,0,20.4885,1.3409,1
48,69226.92,46083.6,36,799,23155.22,0,16,4.2357,0.6657,1
25,110015.01,8467.52,48,434,746.28,0,7,0.1006,0.077,1
69,56754.64,21817.25,36,801,10138.84,0,17,2.2719,0.3844,1
46,66727.41,6275.85,48,644,30255.99,0,8,5.4646,0.0941,1
25,19291.25,7446.87,60,353,2555.9,0,1,1.6671,0.386,1
42,61768.86,45397.32,24,631,39725.72,0,3,8.0851,0.735,1
35,14076.31,23416.62,36,719,35967.29,0,22,31.2165,1.6635,1
33,23924.34,35059.5,24,612,9341.16,0,6,5.4181,1.4654,1
48,109154.07,8667.89,48,437,35872.44,0,10,3.9635,0.0794,1
53,49423.93,3053.48,24,654,28129.2,1,7,6.8606,0.0618,1
63,52234.66,44743.23,60,801,17301.36,1,2,4.146,0.8566,1
43,68342.07,29578.19,60,524,8246.64,2,16,1.5346,0.4328,1
53,79132.44,2959.41,24,398,8408.35,0,3,1.2938,0.0374,1
63,41668.62,49632.3,24,606,23965.94,1,15,7.4974,1.1911,1
38,58439.68,25625.23,60,690,16934.42,0,2,3.565,0.4385,1
50,47018.33,24842.07,36,390,24010.63,0,19,6.3041,0.5283,1
46,19551.53,31803.88,36,673,13545.09,0,21,8.8557,1.6267,1
36,39628.19,2379.42,60,503,9587.94,1,15,2.9154,0.06,1
33,62807.41,29318.64,60,416,33543.95,0,0,6.5023,0.4668,1
59,38910.15,32215.23,36,365,36841.72,0,12,11.6381,0.8279,1
53,39122.6,16253.77,24,430,28357.66,1,16,8.9058,0.4155,1
46,78379.63,36888.92,24,685,6882.76,0,11,1.2891,0.4706,1
68,53996.33,20116.73,48,391,4146.26,1,15,1.0146,0.3726,1
21,60543.97,36453.11,36,376,21793.81,0,1,4.5203,0.6021,1
69,18493.34,8903.61,60,551,22238.91,1,9,14.5267,0.4814,1
58,64150.81,45857.5,48,619,25750.04,0,2,4.9955,0.7148,1
22,25208.45,44213.95,24,353,36293.93,1,11,18.154,1.7539,1
69,48304.85,9230.07,36,444,26048.36,0,20,6.5347,0.1911,1
26,25902.07,47045.79,48,385,36687.78,0,24,17.4509,1.8163,1
66,85798.37,28773.45,24,440,5149.05,1,5,0.8878,0.3354,1
58,146937.82,35679.18,60,344,28515.28,1,4,2.3773,0.2428,1
62,44866.87,42334.1,24,416,37133.93,0,23,10.4035,0.9435,1
44,44616.82,6011.36,24,446,18780.83,0,0,5.1186,0.1347,1
38,90984.99,10125.65,36,320,38717.05,0,22,5.1435,0.1113,1
47,69087.72,15938.76,60,835,22324.27,0,15,3.9237,0.2307,1
61,46968.4,24905.82,36,457,37747.48,0,7,9.8209,0.5303,1
28,61140.27,18610.62,60,775,30066.47,0,12,5.962,0.3044,1
48,165692.36,26280.63,48,347,18581.56,0,24,1.3854,0.1586,1
30,32757.19,10924.02,24,718,1854.51,1,13,0.8461,0.3335,0
37,34491.51,34743.4,36,409,26466.97,1,10,9.5439,1.0073,1
49,78967.76,4675.27,60,828,10544.01,0,24,1.6141,0.0592,0
26,174113.15,19349.58,36,603,11901.88,0,11,0.8573,0.1111,0
34,54520.36,10593.6,24,781,1281.47,0,12,0.3792,0.1943,0
42,17575.54,37036.8,24,436,22527.27,0,7,16.4345,2.1073,1
26,61959.07,44415.36,48,376,11927.13,0,9,2.4892,0.7169,1
46,35775.94,5781.74,60,569,39304.34,0,2,13.2158,0.1616,1
59,65231.46,39681.82,60,384,30085.8,2,5,5.6563,0.6083,1
32,21685.63,44994.67,48,767,14620.75,1,20,8.6093,2.0749,1
55,20221.99,48750.57,48,541,12130.72,1,18,7.8012,2.4108,1
34,41022.57,29810.54,60,363,28741.44,0,17,8.5528,0.7267,1
42,132104.68,17714.81,60,539,10541.21,0,17,0.9844,0.1341,1
43,21526.28,17454.73,36,394,18196.23,2,19,10.4139,0.8109,1
68,40448.82,20190.56,60,697,6835.22,0,24,2.1276,0.4992,0
27,20367.95,31408.04,36,348,10537.28,0,17,6.7222,1.542,1
60,58333.0,25531.04,36,752,4386.22,1,15,1.0482,0.4377,0
45,55988.56,33374.48,36,444,17372.34,0,20,3.9221,0.5961,1
33,20861.33,3887.07,36,697,37107.92,0,12,21.4076,0.1863,1
41,106153.15,7082.31,24,602,4483.98,0,23,0.5402,0.0667,0
61,15470.28,48873.9,48,727,17774.56,0,10,14.5772,3.1592,1
30,126231.37,49778.5,48,316,12283.74,0,17,1.2663,0.3943,1
29,111823.98,37839.62,60,380,14837.08,3,15,1.6599,0.3384,1
35,58893.04,14307.06,48,483,30973.69,0,13,6.3719,0.2429,1
22,83923.99,47762.32,48,766,17684.2,0,6,2.6709,0.5691,1
45,44052.36,12257.73,24,582,26190.54,1,5,7.2735,0.2783,1
33,19453.4,37108.7,36,370,38901.8,0,16,24.6328,1.9076,1
54,56494.09,7532.4,36,389,24850.2,1,22,5.3229,0.1333,1
54,19100.11,33147.42,36,664,13826.86,1,14,9.2655,1.7355,1
55,48701.83,38456.72,48,502,16207.4,0,9,4.1909,0.7896,1
58,23339.31,43262.73,48,530,27988.41,0,24,14.8538,1.8536,1
23,88013.74,37246.69,60,305,27926.2,0,16,3.8922,0.4232,1
62,61580.55,46327.3,24,656,15040.06,2,1,3.307,0.7523,1
26,73642.91,27004.32,24,748,29116.47,0,22,4.9278,0.3667,1
68,60124.67,34516.57,60,445,22247.75,0,16,4.5551,0.5741,1
69,151522.32,19738.4,60,354,39226.6,2,12,3.1327,0.1303,1
39,90530.3,2498.69,60,366,36369.6,0,17,4.8264,0.0276,1
23,136239.97,38321.26,36,446,33042.2,0,18,3.0041,0.2813,1
38,28565.92,43753.31,36,531,1856.21,1,1,1.2903,1.5317,1
59,35399.35,10348.37,36,767,15527.17,0,1,5.361,0.2923,1
29,11453.07,3374.76,36,395,23145.0,0,17,24.3485,0.2947,1
32,38737.65,9896.09,60,790,21103.84,0,6,6.5886,0.2555,1
25,47986.29,44973.89,60,547,30660.84,0,9,7.8548,0.9372,1
23,63613.9,16184.5,60,431,36408.81,0,3,6.919,0.2544,1
31,35647.51,13217.8,36,824,31592.15,0,3,10.7584,0.3708,1
50,76255.18,2700.31,36,369,9197.94,0,23,1.4593,0.0354,1
24,73116.24,16258.65,48,648,19681.68,1,20,3.2858,0.2224,1
25,36895.94,36350.68,60,741,16047.66,0,0,5.4164,0.9852,1
21,27582.61,48036.29,24,555,30764.92,0,1,14.2553,1.7415,1
47,50998.15,17011.58,24,685,35857.4,0,9,8.6041,0.3336,1
48,52030.91,13552.9,48,804,11829.7,0,14,2.7934,0.2605,1
49,34042.22,44627.31,36,715,19811.94,0,11,7.4208,1.3109,1
38,41960.12,42920.23,60,618,29410.78,1,2,8.6156,1.0229,1
32,20937.24,17751.7,36,615,2473.14,0,3,1.7001,0.8479,1
33,73653.75,5302.65,36,629,38541.34,0,8,6.3033,0.072,1
61,74372.36,49615.49,24,431,32098.58,0,13,5.5127,0.6671,1
22,50483.02,34673.81,24,443,21939.27,0,9,5.5585,0.6868,1
57,77598.33,46475.86,60,546,31256.69,0,9,4.9534,0.5989,1
65,53034.29,18409.97,60,362,33536.14,0,4,7.6576,0.3471,1
36,129283.07,33088.9,36,802,20006.49,0,10,1.9423,0.2559,1
68,22519.91,34375.87,36,535,17882.83,0,13,10.0379,1.5265,1
44,55330.21,43899.46,48,696,33589.29,0,5,7.4832,0.7934,1
55,84289.22,49666.79,36,422,34457.04,0,10,5.102,0.5892,1
42,120001.56,7215.98,48,569,5383.29,0,10,0.5534,0.0601,1
56,78869.12,32293.61,36,307,36359.76,0,2,5.6687,0.4095,1
31,26297.04,18149.12,36,641,11433.36,0,12,5.4474,0.6902,1
66,18159.89,40959.6,36,614,26853.11,1,17,18.4963,2.2555,1
49,44270.5,38199.1,60,635,28517.76,1,17,7.9026,0.8629,1
55,60902.59,44840.89,60,555,11549.08,1,5,2.4228,0.7363,1
68,86408.47,18497.74,60,415,12514.96,1,12,1.7808,0.2141,1
35,25405.43,10857.46,48,688,28398.88,2,5,13.5208,0.4274,1
51,70717.11,3046.48,48,384,7415.5,0,11,1.2691,0.0431,1
62,9832.25,14264.32,60,349,34407.33,3,6,42.2834,1.4508,1
61,31454.7,19624.23,48,463,9304.37,1,13,3.7056,0.6239,1
63,82138.86,47411.22,60,447,14371.31,0,8,2.215,0.5772,1
36,23987.15,25585.89,24,435,11033.01,1,2,6.0528,1.0666,1
30,25282.05,28709.1,60,517,10189.27,1,14,5.0634,1.1356,1
69,35765.76,44246.18,24,805,39165.22,0,6,13.7591,1.2371,1
52,54513.05,44483.34,36,671,10506.32,1,6,2.5848,0.816,1
22,25105.62,27339.96,48,533,23344.0,0,23,11.4302,1.089,1
44,48080.39,7457.77,48,414,29942.56,1,20,7.5119,0.1551,1
43,37823.77,14984.78,60,488,2157.99,0,18,0.7639,0.3962,0
22,98199.77,23930.63,36,716,35322.09,0,1,4.3976,0.2437,1
58,36670.63,38056.14,36,496,6539.12,3,19,2.4858,1.0378,1
51,49861.46,36160.72,36,849,23728.6,0,23,5.9524,0.7252,1
60,54165.65,32850.0,36,823,25824.56,1,13,5.9234,0.6065,1
46,38107.17,44251.79,48,313,25367.85,1,4,8.2787,1.1612,1
49,77794.09,40527.03,60,544,29471.12,1,0,4.6502,0.521,1
23,88129.99,49141.48,60,601,37283.88,1,11,5.1882,0.5576,1
34,36556.73,44679.61,24,763,37112.08,2,11,12.7934,1.2222,1
45,58446.8,11391.51,48,732,23334.08,0,18,4.8396,0.1949,1
68,28098.81,4765.6,24,761,15111.79,0,20,6.5385,0.1696,1
21,68753.37,21896.53,36,583,13199.43,2,21,2.4099,0.3185,1
23,56370.08,31640.21,60,833,35524.15,0,1,7.6746,0.5613,1
46,39404.51,32868.97,24,667,34198.58,0,23,10.8317,0.8341,1
38,59752.09,14840.61,48,456,12184.97,1,12,2.5092,0.2484,1
29,69962.41,43274.29,60,762,6517.82,2,11,1.2416,0.6185,1
58,102563.02,17803.83,48,460,34515.11,2,22,4.0817,0.1736,1
43,62223.58,46117.5,60,473,24529.79,0,22,4.8789,0.7412,1
41,83537.11,24636.87,48,798,12868.99,0,6,1.9223,0.2949,1
21,153723.87,2498.75,48,849,24620.63,0,20,1.926,0.0163,1
41,26360.46,9777.98,60,635,3114.77,0,1,1.4921,0.3709,1
47,98991.92,6911.32,48,325,8010.4,0,7,0.9885,0.0698,0
62,28926.43,4113.24,48,803,22058.63,0,18,9.1865,0.1422,1
26,31950.07,36272.83,36,598,21797.15,3,18,8.5651,1.1353,1
64,48674.97,11231.16,60,736,10243.4,1,17,2.5715,0.2307,1
56,33269.01,42253.75,24,310,39292.5,0,1,14.8077,1.2701,1
48,30093.39,14694.5,60,537,16791.25,0,1,6.7933,0.4883,1
65,47275.96,3551.7,60,709,28487.26,0,12,7.2459,0.0751,1
37,40136.87,41392.42,36,633,10709.04,0,5,3.5455,1.0313,1
60,32886.53,24375.0,24,612,17266.86,1,7,6.6711,0.7412,1
23,27679.03,30776.26,24,300,33333.29,3,18,15.0073,1.1119,1
32,115276.58,18138.91,24,822,34019.6,0,5,3.62,0.1574,1
59,23858.12,4209.94,48,387,5842.75,0,18,2.9829,0.1765,1
32,44328.91,19768.5,48,541,14509.46,2,8,4.0393,0.446,1
22,95870.5,26877.75,48,431,8524.44,0,14,1.1371,0.2804,1
66,79676.37,2560.96,24,627,35665.6,0,16,5.3876,0.0321,1
42,56400.26,29565.92,60,410,30277.52,0,22,6.5468,0.5242,1
43,33718.94,44866.02,60,588,22750.79,0,7,8.3627,1.3306,1
50,48472.29,12456.35,24,716,26178.32,0,8,6.6093,0.257,1
25,24973.18,46484.92,24,373,36609.11,0,4,18.5219,1.8614,1
29,41312.45,6685.21,36,407,12479.38,2,5,3.6788,0.1618,1
41,40939.04,41620.94,48,815,1040.16,0,20,0.5591,1.0167,0
31,43381.06,42335.57,48,404,1541.04,0,20,0.6703,0.9759,1
25,30552.26,14372.47,48,681,2344.15,0,10,1.0383,0.4704,1
55,17720.39,47976.48,36,376,5575.0,0,6,4.6778,2.7074,1
47,103892.5,21996.74,36,502,23049.53,1,19,2.7329,0.2117,1
69,90931.5,8780.29,36,800,39252.92,0,14,5.2123,0.0966,1
22,82850.46,30402.29,24,540,17086.74,0,12,2.6583,0.367,0
44,61515.94,49837.51,36,671,28640.45,0,14,5.857,0.8102,1
51,54296.64,45165.99,60,504,31791.0,0,13,7.1924,0.8318,1
53,32331.23,15372.94,24,711,32155.18,0,5,12.1724,0.4755,1
59,34472.05,29695.36,24,513,18010.2,0,3,6.7002,0.8614,1
50,117384.87,7537.65,48,740,22222.87,3,17,2.2878,0.0642,1
66,134557.17,24168.55,48,830,13485.78,0,17,1.2476,0.1796,0
57,43877.11,27107.36,36,511,27670.51,2,3,7.7736,0.6178,1
48,49131.64,17133.36,60,352,15623.26,0,20,3.8856,0.3487,1
51,76068.76,25240.98,24,810,12787.01,0,0,2.1831,0.3318,1
31,51848.43,46157.05,24,387,25278.47,2,2,6.2957,0.8902,1
43,54253.39,26006.61,24,308,13979.59,0,4,3.3317,0.4794,1
22,47293.14,41887.53,48,382,16615.98,0,23,4.4375,0.8857,1
60,27925.58,17234.74,48,324,28579.51,0,19,12.4353,0.6172,1
61,39190.61,48627.4,60,524,34206.71,0,5,10.7221,1.2408,1
47,45242.86,6486.24,48,796,17674.66,0,3,4.7238,0.1434,1
55,10806.89,30108.16,60,729,21126.9,0,4,24.0166,2.786,1
22,51663.56,39914.61,48,727,29982.11,0,11,7.1572,0.7726,1
59,197509.02,41073.97,60,493,9385.46,0,6,0.6118,0.208,1
57,37887.58,11517.49,48,417,16892.73,0,12,5.4264,0.304,1
41,50004.87,21279.0,48,377,32552.55,0,7,7.9182,0.4255,1
25,29605.29,31961.42,36,451,35832.08,1,12,14.8838,1.0796,1
65,25429.38,17162.37,36,355,25973.73,1,11,12.4818,0.6749,1
41,40698.44,33598.21,36,656,16039.12,0,9,5.0043,0.8255,1
49,71530.27,20181.47,60,558,24433.95,0,9,4.1555,0.2821,1
40,42605.9,18841.58,60,834,7564.26,1,7,2.2189,0.4422,0
58,39165.58,7187.27,60,705,1657.18,0,13,0.5444,0.1835,0
40,65996.53,3884.14,60,414,3447.3,0,22,0.6386,0.0589,0
45,55274.02,42093.14,36,773,4772.81,0,3,1.29,0.7615,0
22,57963.24,25498.14,24,633,9413.55,0,19,2.1688,0.4399,1
52,100125.2,29017.91,48,608,18738.17,0,1,2.3182,0.2898,1
46,92853.71,19866.61,48,630,9676.18,0,8,1.304,0.214,1
26,120263.93,8563.62,60,843,23608.76,0,5,2.3699,0.0712,1
61,23677.99,23579.46,36,803,39932.84,1,18,20.5699,0.9958,1
23,81990.06,12989.94,24,387,20178.15,3,2,3.0325,0.1584,1
53,131596.24,42208.79,36,302,30395.79,0,12,2.8786,0.3207,1
21,18405.53,49365.85,48,682,12049.86,0,10,8.5268,2.6821,1
25,48433.32,44676.61,60,823,38533.75,0,13,9.7317,0.9224,1
33,35384.87,27357.16,60,447,10339.67,0,16,3.6611,0.7731,1
39,48310.24,32150.32,36,805,24066.92,0,17,6.1999,0.6655,1
32,97556.5,47509.88,60,383,39341.56,0,4,4.9366,0.487,1
68,21217.01,27856.73,24,697,32425.7,2,24,18.9959,1.3129,1
45,56783.02,32652.28,48,483,39685.32,0,2,8.5305,0.575,1
55,34934.52,32203.02,24,468,15499.65,2,6,5.785,0.9218,1
32,99367.96,35989.82,36,407,3566.44,1,5,0.5514,0.3622,1
50,63105.34,32733.68,48,492,10117.88,0,2,2.0537,0.5187,1
25,44593.89,34193.86,24,513,38325.73,0,19,10.6967,0.7668,1
54,31860.74,36842.93,24,659,15137.83,0,12,6.2797,1.1564,1
42,241531.01,40836.76,24,394,5428.56,0,10,0.3542,0.1691,0
59,57984.62,21346.64,48,842,23927.64,2,20,5.0439,0.3681,1
33,20910.93,37800.03,48,455,20266.73,0,1,12.0822,1.8077,1
67,30138.38,6809.78,60,823,2967.53,0,7,1.2268,0.226,0
23,62791.13,44057.03,36,571,18391.35,1,11,3.7486,0.7016,1
40,31633.89,15922.13,60,462,25498.31,1,11,9.7732,0.5033,1
51,34057.15,21366.1,36,479,9691.17,0,22,3.6238,0.6274,1
25,88570.62,40573.3,48,522,5415.41,0,14,0.8482,0.4581,1
44,83989.39,32575.38,24,415,34659.47,0,24,5.1459,0.3879,1
60,34796.63,16814.14,60,304,25205.2,0,7,8.7889,0.4832,1
53,98964.17,12819.16,48,365,6632.65,0,11,0.8366,0.1295,1
28,32004.46,47970.29,48,826,25349.77,1,22,9.8796,1.4989,1
44,135418.42,6213.27,48,748,29542.61,1,24,2.6294,0.0459,1
40,67678.75,2208.09,60,448,24102.36,1,9,4.2801,0.0326,1
36,58343.84,34300.88,48,400,5088.19,0,20,1.1935,0.5879,0
32,38914.34,31494.77,36,566,5427.42,0,2,1.9434,0.8093,1
33,34023.58,37405.47,36,365,2283.22,2,5,1.1718,1.0994,1
65,12138.06,37118.42,24,649,9743.16,0,24,11.1614,3.058,1
62,41089.69,43436.44,60,419,2856.14,0,21,1.0455,1.0571,1
59,48713.07,46261.21,60,544,32309.49,0,14,8.1491,0.9497,1
45,16388.56,39201.18,60,688,1108.52,0,13,1.2901,2.392,1
66,80340.6,13150.05,60,586,23450.17,0,2,3.5353,0.1637,1
52,44523.71,24247.82,60,347,32488.42,0,17,8.8652,0.5446,1
44,101602.89,32802.33,48,717,35847.09,1,20,4.3145,0.3228,1
68,32526.28,27889.53,48,650,16673.47,0,23,6.3657,0.8574,1
67,102934.95,9627.08,36,454,25026.51,2,23,2.9487,0.0935,1
64,37443.24,30285.11,60,637,38071.1,2,16,12.363,0.8088,1
29,47563.88,44553.38,60,560,27028.61,2,13,7.0065,0.9367,1
60,55791.07,22088.83,60,828,36093.15,0,13,7.8424,0.3959,1
43,47810.61,34108.78,36,502,27529.53,0,15,7.1475,0.7134,1
33,58842.17,31564.85,60,739,3185.89,0,18,0.757,0.5364,0
52,15448.56,20098.07,60,465,8276.88,2,10,6.6894,1.301,1
35,45087.82,29133.02,48,678,37647.82,0,4,10.1814,0.6461,1
56,46711.56,12090.18,36,737,33848.62,0,0,8.7818,0.2588,1
69,14885.03,28213.15,48,347,17197.51,0,21,14.3381,1.8954,1
25,72076.42,40343.82,24,528,6864.46,3,19,1.4227,0.5597,1
42,28372.85,38429.49,60,321,6708.23,2,24,3.1081,1.3544,1
